date,01,02,04,05,06,08,09,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,51,53,54,55,56,72
2020-07-14,161.0,0.0,195.0,54.0,615.0,16.0,9.0,1.0,4.0,451.0,20.43,4.0,10.0,68.0,45.0,29.0,33.0,33.0,162.0,0.14,42.0,20.0,11.0,3.0,10.4,69.0,3.0,2.0,1.0,1.0,20.0,19.0,7.71,87.0,0.0,55.0,50.0,5.0,42.0,0.0,103.0,15.0,180.0,752.0,18.0,7.0,46.0,26.0,8.0,70.0,1.0,4.0
2020-07-15,153.0,0.5,184.0,53.5,595.0,26.5,10.0,1.0,7.5,571.0,49.14,3.0,14.5,68.5,40.0,28.5,34.0,39.5,161.5,0.14,44.0,26.5,16.67,4.0,23.33,69.0,9.5,1.5,4.0,1.5,21.5,19.0,17.43,97.5,0.0,90.0,52.0,9.5,48.5,0.14,102.5,16.0,156.0,883.0,19.0,6.5,67.0,24.0,10.5,72.0,1.0,3.43
2020-07-16,180.33,0.67,169.67,50.67,601.33,27.33,8.67,1.0,7.33,675.33,80.0,2.0,15.67,80.33,44.0,25.67,39.67,39.0,162.0,0.14,43.0,26.33,24.33,3.67,38.0,65.0,8.67,1.0,4.0,1.0,25.33,20.67,27.14,104.33,0.0,101.33,50.33,10.0,46.33,0.29,103.33,16.0,163.33,926.0,20.67,6.33,73.0,25.67,12.67,67.0,1.67,0.14
2020-07-17,174.5,1.5,163.5,52.25,601.5,29.25,8.25,1.0,7.25,717.75,112.0,2.5,14.75,84.25,44.5,24.25,40.75,39.25,167.5,0.14,44.0,25.0,22.5,4.0,50.33,67.25,8.5,1.25,4.0,1.0,25.75,21.75,35.0,101.0,0.0,108.75,50.25,10.75,44.5,1.14,106.5,18.5,153.25,906.25,22.75,6.25,82.25,25.75,11.25,57.5,2.5,0.29
2020-07-18,164.6,1.6,161.0,49.4,562.2,28.6,8.4,1.2,7.0,665.2,137.43,2.0,15.0,84.0,43.0,23.4,42.0,39.0,163.8,0.29,45.6,24.6,23.8,4.8,60.17,65.6,8.0,1.4,4.2,1.2,25.6,22.0,38.57,99.4,0.0,116.4,47.8,10.6,41.8,1.14,111.6,15.4,143.4,876.4,21.6,6.2,91.4,26.6,10.8,56.0,2.8,0.43
2020-07-19,159.83,1.83,157.83,48.0,572.17,30.67,8.83,1.0,7.0,669.5,165.29,1.83,15.67,85.83,42.0,23.33,40.0,39.17,163.5,0.43,46.33,23.67,23.0,5.33,61.71,61.83,7.67,1.33,4.33,2.0,25.0,22.17,45.0,98.17,0.0,115.5,47.0,10.17,39.0,1.57,110.5,13.17,136.5,855.0,19.5,7.0,86.17,27.0,9.83,53.83,3.17,0.57
2020-07-20,162.29,2.14,174.57,48.86,577.57,32.43,8.71,1.14,7.0,710.29,197.86,2.0,16.57,85.57,40.71,24.14,38.57,42.71,167.71,0.86,47.14,22.14,22.71,4.71,74.14,61.29,8.86,1.14,6.43,2.14,26.29,22.29,61.14,99.43,0.0,118.43,56.0,10.86,42.0,2.29,112.0,11.43,138.0,862.29,17.14,7.57,87.57,29.29,9.43,53.29,2.86,0.71
2020-07-21,156.71,3.0,183.71,54.57,554.43,34.29,7.71,1.14,14.71,764.0,206.43,1.57,18.43,87.43,35.57,24.71,38.29,44.14,175.86,1.14,50.86,19.57,21.14,4.71,75.43,61.0,10.29,1.14,6.71,3.0,27.0,21.29,74.14,105.43,0.0,122.43,56.43,11.14,46.0,2.86,114.0,9.57,138.29,882.57,17.0,6.71,87.14,29.71,10.71,49.43,2.71,0.71
2020-07-22,157.86,3.57,197.14,54.57,574.71,36.29,6.57,1.14,21.86,785.0,214.86,1.86,19.14,90.29,33.0,37.29,36.71,44.71,184.43,1.29,52.0,22.86,23.29,4.86,78.0,62.86,9.71,1.17,5.71,3.57,32.0,21.57,73.0,107.14,0.0,120.71,58.86,11.57,51.0,3.86,122.14,7.43,142.57,811.29,14.71,6.0,84.14,30.86,11.86,42.86,3.0,0.83
2020-07-23,138.43,3.86,217.14,57.43,594.43,41.57,6.71,1.0,27.29,778.71,220.71,2.43,18.86,88.29,27.71,45.57,34.29,44.57,192.71,1.57,54.0,24.29,24.29,6.29,80.71,67.43,11.0,1.4,5.29,4.43,31.71,21.14,72.14,106.0,0.0,122.71,62.71,10.71,57.0,4.71,133.57,5.57,141.0,775.43,14.0,5.14,78.43,30.86,11.57,40.86,2.86,0.8
2020-07-24,135.86,4.86,231.86,57.57,628.86,43.71,7.0,1.14,32.71,778.86,227.71,2.57,19.57,88.43,22.71,51.29,32.71,43.57,196.29,2.0,55.29,24.43,25.14,8.0,84.57,75.14,11.71,2.2,4.71,4.86,31.29,20.0,75.43,118.29,0.0,120.57,65.14,10.14,66.71,5.29,144.14,2.43,144.86,800.29,13.71,4.29,70.29,31.0,12.0,41.14,2.29,0.75
2020-07-25,143.14,4.86,248.14,59.57,673.29,45.43,6.86,1.0,38.29,817.43,239.86,3.14,20.14,88.29,18.86,53.57,29.43,55.14,205.86,2.43,56.0,24.57,24.71,10.29,89.43,75.29,12.43,2.6,4.14,5.29,31.43,19.14,82.14,130.57,0.0,117.29,66.86,9.43,77.57,6.57,152.71,2.29,149.14,744.71,11.57,3.43,59.86,30.71,12.14,37.29,1.86,0.67
2020-07-26,143.14,5.14,259.57,61.57,688.43,45.71,5.57,1.14,43.14,821.29,241.0,4.57,20.29,87.43,14.86,55.14,29.0,65.71,218.86,2.86,58.29,25.71,26.29,11.57,92.29,77.29,13.57,2.8,3.57,5.14,33.29,17.71,86.14,141.14,0.0,122.43,68.29,9.86,91.0,8.0,160.71,2.29,154.86,764.29,13.14,1.86,59.14,30.71,13.29,35.0,1.29,0.5
2020-07-27,136.0,4.86,257.86,63.86,727.71,46.86,5.57,1.0,48.0,795.29,245.29,5.71,20.43,88.57,11.71,54.29,29.57,128.14,231.29,3.29,60.86,28.57,28.86,14.86,97.14,81.71,13.57,3.6,1.14,5.57,32.86,16.0,79.71,147.0,4.0,120.71,62.86,10.29,103.0,9.71,171.29,2.71,156.43,783.86,14.0,0.29,53.71,28.29,15.43,31.57,7.57,6.5
2020-07-28,137.0,4.0,240.29,59.57,781.86,50.0,6.43,0.86,41.0,788.57,250.86,6.57,20.86,90.29,19.29,54.43,29.43,140.71,236.71,3.86,59.86,30.43,31.29,17.57,104.57,81.57,14.29,4.0,0.71,5.14,34.29,16.43,70.14,147.0,5.5,123.71,60.86,11.29,109.14,9.57,180.0,3.29,150.29,791.14,12.57,0.14,55.86,27.71,15.29,36.86,8.71,15.5
2020-07-29,138.29,3.71,220.86,62.14,795.0,50.57,6.43,0.71,33.86,777.0,251.57,7.71,21.0,93.29,24.14,42.71,31.14,156.71,240.14,4.29,61.29,26.14,34.0,21.14,105.14,81.43,15.86,3.83,17.14,4.43,32.0,15.86,74.29,157.71,4.33,119.43,57.14,10.14,109.29,9.29,181.57,3.57,149.0,838.71,14.57,0.14,52.86,27.57,13.29,41.43,9.0,15.67
2020-07-30,139.0,3.71,200.57,61.57,808.43,49.29,7.57,1.14,30.43,771.43,251.14,9.0,21.29,95.43,31.71,36.57,30.57,171.86,244.29,4.71,63.43,24.29,165.57,23.0,106.29,81.43,15.43,3.29,27.14,4.29,35.43,15.14,75.86,163.57,5.25,109.57,54.14,10.57,112.43,9.29,178.71,4.0,144.86,853.29,15.43,0.29,54.0,27.71,14.0,46.86,10.0,16.0
2020-07-31,136.71,2.86,183.14,60.71,791.86,48.0,7.86,1.14,26.43,757.86,248.14,9.86,20.71,96.57,37.43,33.0,31.29,189.43,240.43,4.86,72.0,24.57,298.29,22.86,106.43,73.29,16.14,2.43,38.0,4.43,37.86,15.14,75.29,161.43,5.6,103.43,51.71,12.14,111.14,8.57,177.14,3.86,142.57,833.43,15.0,0.43,53.43,28.0,13.71,52.86,11.86,14.6
2020-08-01,124.43,2.71,163.14,61.86,789.71,48.86,8.43,1.0,21.71,743.14,242.71,10.86,20.86,98.14,45.14,32.29,31.14,192.14,235.0,5.0,70.71,24.57,301.0,20.57,107.57,75.0,17.14,1.86,49.71,3.86,39.29,15.0,74.86,145.71,5.67,94.14,51.14,13.71,108.86,7.71,175.29,4.43,142.14,888.29,15.57,0.57,52.57,27.0,13.29,59.29,13.71,12.67
2020-08-02,118.14,2.57,145.71,62.71,790.29,49.57,9.14,1.0,16.57,727.43,240.57,10.43,20.0,98.14,53.57,32.0,32.14,195.14,219.57,5.14,69.0,23.43,300.57,22.14,106.43,77.29,17.29,1.57,61.86,3.29,38.14,14.86,77.0,139.86,5.86,82.86,50.29,13.71,106.57,6.71,178.29,4.29,139.0,862.43,15.0,0.71,50.29,27.0,13.57,68.57,14.57,12.14
2020-08-03,114.86,3.14,125.43,62.71,766.86,48.57,14.86,1.0,13.29,720.0,233.71,9.86,20.57,100.57,62.14,35.14,31.0,158.14,208.0,4.86,67.0,22.43,300.14,22.29,105.14,71.0,17.29,1.0,71.29,2.71,34.86,15.14,78.14,140.57,7.71,76.71,47.86,13.0,103.86,5.14,178.57,4.57,140.43,822.14,16.43,0.86,49.71,27.43,12.71,74.57,9.43,11.43
2020-08-04,109.14,4.0,123.86,62.43,752.86,49.14,16.57,1.29,15.43,706.0,231.29,11.29,20.0,102.57,62.86,35.0,30.86,163.71,195.0,4.29,68.0,23.86,299.57,22.0,104.86,70.0,16.57,0.43,81.86,2.57,31.0,15.14,77.43,143.86,8.29,72.29,50.43,13.0,99.71,5.57,168.29,4.71,144.14,795.86,20.14,0.86,49.86,28.14,12.86,76.86,9.43,12.14
