date,California,Colorado,Connecticut,Georgia,Maryland,Michigan,Minnesota,New York,Ohio,Oregon,Tennessee
2017-09-02,19.48,2.94,3.62,11.03,3.09,10.04,5.74,19.57,11.79,8.47,3.56
2017-09-09,19.48,11.76,3.62,22.06,3.09,20.07,5.74,19.57,5.89,8.47,7.13
2017-09-16,19.48,11.76,3.62,11.03,6.18,10.04,5.74,19.57,23.57,4.23,3.56
2017-09-23,38.97,11.76,3.62,22.06,6.18,20.07,5.74,9.79,11.79,4.23,7.13
2017-09-30,38.97,5.88,1.81,22.06,3.09,20.07,2.87,19.57,11.79,8.47,7.13
2017-10-07,77.93,5.88,3.62,11.03,18.54,10.04,5.74,39.14,5.89,4.23,3.56
2017-10-14,38.97,5.88,7.23,11.03,12.36,10.04,11.48,9.79,23.57,8.47,7.13
2017-10-21,194.83,23.51,3.62,22.06,12.36,10.04,11.48,19.57,11.79,4.23,7.13
2017-10-28,233.79,17.63,3.62,5.51,24.72,10.04,11.48,19.57,5.89,12.7,14.25
2017-11-04,155.86,41.14,7.23,22.06,18.54,10.04,5.74,9.79,23.57,12.7,35.63
2017-11-11,233.79,41.14,7.23,22.06,6.18,20.07,17.21,9.79,11.79,33.87,21.38
2017-11-18,233.79,64.65,7.23,11.03,12.36,20.07,22.95,78.28,11.79,25.4,35.63
2017-11-25,350.69,129.31,10.85,44.12,18.54,50.19,51.64,58.71,23.57,42.33,35.63
2017-12-02,272.76,170.45,3.62,55.15,37.08,90.34,74.59,215.28,82.5,63.5,99.77
2017-12-09,389.65,158.7,25.32,66.18,74.16,80.3,103.28,274.0,117.86,101.6,99.77
2017-12-16,857.23,164.57,61.49,66.18,86.52,150.56,154.92,547.99,259.29,207.43,220.92
2017-12-23,2259.98,293.88,79.58,231.61,135.97,271.01,292.63,1056.85,530.37,351.37,513.11
2017-12-30,6000.64,434.94,115.75,341.91,228.67,622.31,671.34,1448.27,966.45,486.84,534.49
2018-01-06,7948.9,423.19,260.44,606.61,364.63,853.17,722.98,2035.41,1119.66,469.9,577.25
2018-01-13,4831.68,340.9,314.69,1003.66,377.0,1094.06,613.96,2113.69,1308.24,402.17,734.03
2018-01-20,3584.8,305.64,390.66,1025.72,432.62,1023.8,671.34,1976.69,1048.95,258.23,584.37
2018-01-27,2454.81,288.0,510.02,1047.78,580.94,1224.55,522.15,2681.26,825.02,186.27,584.37
2018-02-03,1909.29,282.13,415.98,1113.95,599.48,913.39,470.51,2524.69,695.37,139.7,441.84
2018-02-10,1363.78,235.1,408.74,948.51,618.03,903.35,424.61,2211.55,671.8,80.43,470.35
2018-02-17,1246.89,223.35,376.19,661.75,568.58,672.5,395.92,2191.98,683.58,76.2,498.85
2018-02-24,1363.78,176.33,321.93,264.7,525.32,642.38,355.75,1878.84,707.16,93.13,384.83
2018-03-03,1909.29,164.57,224.26,66.18,278.11,582.16,206.56,1330.84,353.58,63.5,163.91
2018-03-10,2065.16,158.7,148.3,66.18,191.59,451.68,126.23,900.28,212.15,97.37,114.02
2018-03-17,1792.4,105.8,148.3,99.26,203.95,481.79,137.71,900.28,282.86,80.43,128.28
2018-03-24,935.16,99.92,104.9,77.2,179.23,582.16,86.07,802.42,341.79,67.73,142.53
2018-03-31,779.3,76.41,97.66,66.18,197.77,592.2,91.81,1095.99,412.51,63.5,92.64
2018-04-07,545.51,70.53,115.75,33.09,166.87,491.83,91.81,978.56,341.79,55.03,42.76
2018-04-14,428.62,41.14,79.58,22.06,105.06,511.9,74.59,626.28,165.0,42.33,42.76
2018-04-21,233.79,41.14,43.41,22.06,123.61,281.04,51.64,547.99,129.65,16.93,42.76
2018-04-28,311.72,47.02,79.58,11.03,61.8,291.08,57.38,567.57,82.5,8.47,35.63
2018-05-05,77.93,11.76,3.62,5.51,12.36,10.04,2.87,39.14,11.79,2.12,7.13
2018-05-12,77.93,5.88,3.62,11.03,3.09,10.04,5.74,9.79,5.89,4.23,7.13
2018-05-19,38.97,2.94,1.81,22.06,6.18,10.04,5.74,19.57,5.89,4.23,7.13
2018-05-26,19.48,11.76,3.62,22.06,6.18,10.04,2.87,19.57,11.79,8.47,7.13
2018-06-02,19.48,5.88,3.62,5.51,6.18,10.04,11.48,19.57,11.79,4.23,3.56
2018-06-09,19.48,5.88,3.62,22.06,6.18,20.07,2.87,19.57,5.89,8.47,7.13
2018-06-16,38.97,11.76,3.62,11.03,6.18,20.07,11.48,19.57,11.79,4.23,14.25
2018-06-23,19.48,2.94,7.23,11.03,6.18,10.04,2.87,39.14,11.79,8.47,3.56
2018-06-30,38.97,11.76,1.81,5.51,3.09,10.04,5.74,9.79,23.57,4.23,14.25
2018-07-07,38.97,5.88,3.62,11.03,6.18,5.02,5.74,19.57,11.79,2.12,3.56
2018-07-14,38.97,11.76,1.81,5.51,6.18,10.04,2.87,19.57,5.89,2.12,14.25
2018-07-21,77.93,11.76,3.62,11.03,6.18,10.04,2.87,19.57,11.79,8.47,14.25
2018-07-28,19.48,5.88,3.62,22.06,3.09,10.04,11.48,19.57,23.57,4.23,14.25
2018-08-04,38.97,11.76,3.62,5.51,3.09,20.07,5.74,19.57,11.79,4.23,7.13
2018-08-11,38.97,5.88,7.23,5.51,3.09,20.07,11.48,19.57,5.89,4.23,14.25
2018-08-18,38.97,11.76,7.23,11.03,3.09,20.07,5.74,9.79,11.79,2.12,7.13
2018-08-25,38.97,5.88,7.23,5.51,3.09,10.04,5.74,19.57,11.79,4.23,14.25
2018-09-01,19.48,5.88,7.23,11.03,12.36,5.02,5.74,9.79,11.79,8.47,7.13
2018-09-08,38.97,2.94,3.62,11.03,3.09,10.04,5.74,19.57,23.57,4.23,3.56
2018-09-15,77.93,5.88,1.81,11.03,12.36,10.04,2.87,19.57,11.79,2.12,7.13
2018-09-22,38.97,5.88,7.23,5.51,6.18,10.04,2.87,19.57,11.79,4.23,7.13
2018-09-29,19.48,2.94,3.62,5.51,12.36,10.04,5.74,9.79,11.79,4.23,3.56
2018-10-06,77.93,5.88,3.62,11.03,3.09,20.07,5.74,9.79,11.79,4.23,14.25
2018-10-13,77.93,5.88,7.23,11.03,6.18,20.07,5.74,19.57,11.79,4.23,7.13
2018-10-20,77.93,11.76,3.62,11.03,6.18,10.04,11.48,9.79,5.89,4.23,14.25
2018-10-27,77.93,5.88,3.62,11.03,12.36,10.04,5.74,19.57,23.57,4.23,21.38
2018-11-03,38.97,11.76,10.85,33.09,6.18,20.07,5.74,9.79,5.89,8.47,14.25
2018-11-10,77.93,5.88,7.23,55.15,6.18,10.04,11.48,9.79,11.79,8.47,21.38
2018-11-17,77.93,11.76,3.62,77.2,12.36,60.22,11.48,9.79,5.89,12.7,21.38
2018-11-24,155.86,23.51,7.23,88.23,6.18,60.22,5.74,39.14,23.57,8.47,14.25
2018-12-01,272.76,47.02,7.23,121.32,24.72,80.3,11.48,58.71,23.57,12.7,28.51
2018-12-08,155.86,111.67,7.23,165.44,18.54,40.15,17.21,97.86,11.79,4.23,35.63
2018-12-15,272.76,170.45,32.55,319.85,24.72,120.45,11.48,156.57,23.57,25.4,57.01
2018-12-22,545.51,288.0,75.96,463.23,30.9,160.6,28.69,156.57,70.72,4.23,99.77
2018-12-29,701.37,382.04,151.92,529.4,49.44,230.86,51.64,411.0,141.43,33.87,242.3
2019-01-05,1441.71,340.9,170.01,374.99,86.52,230.86,51.64,547.99,94.29,59.27,285.06
2019-01-12,1441.71,252.74,162.77,121.32,86.52,200.75,63.12,606.71,129.65,50.8,142.53
2019-01-19,1052.06,146.94,177.24,132.35,86.52,311.16,40.17,626.28,129.65,38.1,92.64
2019-01-26,857.23,135.19,170.01,121.32,117.42,321.19,74.59,704.56,129.65,80.43,178.16
2019-02-02,1013.1,111.67,289.37,132.35,197.77,351.3,114.76,978.56,235.72,93.13,242.3
2019-02-09,896.2,141.06,314.69,187.5,278.11,220.82,103.28,1291.7,223.93,143.93,377.7
2019-02-16,1246.89,158.7,256.82,198.53,278.11,271.01,126.23,1643.98,341.79,224.37,299.31
2019-02-23,1597.57,217.47,220.65,176.47,327.55,291.08,223.78,1761.41,542.15,275.17,292.19
2019-03-02,2221.02,252.74,177.24,121.32,327.55,351.3,172.14,1761.41,447.87,372.54,171.04
2019-03-09,1870.33,311.51,206.18,110.29,463.52,491.83,258.21,1683.12,766.09,368.3,213.79
2019-03-16,1480.68,240.98,198.94,132.35,457.34,853.17,252.47,2015.84,860.37,465.67,249.43
2019-03-23,1636.54,235.1,148.3,121.32,352.27,893.32,172.14,2094.12,636.44,402.17,156.78
2019-03-30,1129.99,135.19,217.03,88.23,315.19,702.61,189.35,1546.13,365.36,215.9,142.53
2019-04-06,740.34,94.04,159.16,110.29,210.13,582.16,131.97,1448.27,259.29,97.37,114.02
2019-04-13,428.62,52.9,119.37,66.18,185.41,311.16,109.02,1095.99,129.65,33.87,78.39
2019-04-20,272.76,47.02,101.28,44.12,80.34,170.63,57.38,684.99,70.72,8.47,49.89
2019-04-27,272.76,47.02,61.49,33.09,55.62,130.48,57.38,469.71,35.36,4.23,28.51
2019-05-04,38.97,2.94,3.62,11.03,6.18,20.07,5.74,39.14,5.89,2.12,7.13
2019-05-11,38.97,5.88,7.23,11.03,12.36,10.04,11.48,9.79,11.79,4.23,14.25
2019-05-18,38.97,2.94,7.23,5.51,6.18,10.04,2.87,9.79,5.89,4.23,3.56
2019-05-25,38.97,2.94,7.23,5.51,3.09,10.04,5.74,19.57,5.89,8.47,7.13
2019-06-01,77.93,5.88,7.23,22.06,3.09,10.04,2.87,39.14,11.79,8.47,3.56
2019-06-08,38.97,11.76,7.23,11.03,6.18,20.07,2.87,19.57,11.79,2.12,7.13
2019-06-15,77.93,2.94,7.23,5.51,12.36,5.02,2.87,39.14,5.89,4.23,7.13
2019-06-22,19.48,5.88,3.62,5.51,6.18,10.04,5.74,39.14,11.79,4.23,3.56
2019-06-29,38.97,5.88,3.62,11.03,6.18,5.02,11.48,9.79,11.79,4.23,14.25
2019-07-06,77.93,5.88,3.62,5.51,6.18,20.07,2.87,39.14,11.79,2.12,3.56
2019-07-13,19.48,5.88,3.62,5.51,12.36,20.07,5.74,19.57,11.79,2.12,14.25
2019-07-20,77.93,2.94,3.62,22.06,6.18,5.02,11.48,19.57,11.79,4.23,3.56
2019-07-27,38.97,11.76,1.81,11.03,12.36,20.07,5.74,39.14,11.79,8.47,7.13
2019-08-03,19.48,2.94,7.23,22.06,12.36,20.07,11.48,9.79,11.79,2.12,7.13
2019-08-10,19.48,5.88,3.62,22.06,12.36,10.04,2.87,19.57,23.57,4.23,7.13
2019-08-17,38.97,11.76,1.81,11.03,12.36,10.04,5.74,19.57,11.79,4.23,7.13
2019-08-24,77.93,5.88,7.23,11.03,6.18,10.04,11.48,19.57,23.57,4.23,7.13
2019-08-31,19.48,2.94,7.23,11.03,3.09,10.04,5.74,19.57,23.57,4.23,7.13
2019-09-07,38.97,5.88,3.62,11.03,12.36,5.02,5.74,19.57,11.79,8.47,7.13
2019-09-14,38.97,5.88,7.23,11.03,6.18,10.04,11.48,19.57,23.57,2.12,7.13
2019-09-21,77.93,11.76,3.62,5.51,12.36,10.04,5.74,19.57,11.79,8.47,7.13
2019-09-28,77.93,2.94,1.81,11.03,6.18,20.07,11.48,9.79,11.79,2.12,3.56
2019-10-05,77.93,5.88,7.23,11.03,6.18,20.07,5.74,39.14,11.79,4.23,7.13
2019-10-12,38.97,5.88,7.23,33.09,6.18,10.04,5.74,19.57,11.79,4.23,7.13
2019-10-19,38.97,17.63,7.23,11.03,18.54,10.04,5.74,19.57,23.57,4.23,14.25
2019-10-26,155.86,17.63,7.23,22.06,6.18,20.07,11.48,9.79,11.79,4.23,21.38
2019-11-02,272.76,17.63,3.62,22.06,6.18,20.07,11.48,39.14,11.79,12.7,7.13
2019-11-09,350.69,29.39,14.47,33.09,3.09,20.07,17.21,9.79,11.79,4.23,14.25
2019-11-16,428.62,23.51,3.62,55.15,6.18,50.19,28.69,39.14,11.79,8.47,14.25
2019-11-23,350.69,47.02,3.62,99.26,18.54,140.52,34.43,39.14,11.79,38.1,49.89
2019-11-30,350.69,47.02,10.85,143.38,49.44,110.41,68.85,97.86,11.79,42.33,92.64
2019-12-07,623.44,70.53,10.85,231.61,49.44,150.56,57.38,39.14,47.14,50.8,149.66
2019-12-14,662.41,76.41,43.41,330.88,67.98,170.63,86.07,156.57,94.29,88.9,185.29
2019-12-21,779.3,117.55,68.73,452.2,117.42,210.78,143.45,332.71,223.93,76.2,206.67
2019-12-28,1207.92,217.47,133.84,749.99,278.11,471.75,223.78,684.99,388.94,135.47,420.46
2020-01-04,1909.29,240.98,217.03,683.81,395.54,491.83,298.37,1056.85,306.43,203.2,441.84
2020-01-11,1831.36,252.74,195.33,463.23,321.37,471.75,212.3,1213.42,341.79,101.6,256.55
2020-01-18,1753.43,229.23,170.01,386.02,370.82,210.78,223.78,1037.27,365.36,97.37,192.42
2020-01-25,1948.26,282.13,296.61,363.96,377.0,401.49,281.16,1213.42,459.65,63.5,171.04
2020-02-01,1675.5,288.0,336.4,518.37,506.78,361.34,263.94,1683.12,565.72,88.9,363.45
2020-02-08,1714.47,317.39,434.06,507.34,482.06,531.97,367.23,1917.98,789.66,63.5,377.7
2020-02-15,1675.5,229.23,314.69,308.82,395.54,672.5,367.23,1565.7,707.16,33.87,299.31
2020-02-22,1753.43,223.35,260.44,308.82,315.19,712.65,447.56,1820.12,589.3,84.67,256.55
2020-02-29,1441.71,176.33,220.65,220.58,309.01,833.09,413.13,1350.41,565.72,105.83,256.55
2020-03-07,974.13,176.33,206.18,220.58,234.85,772.87,355.75,1213.42,424.29,148.17,285.06
2020-03-14,701.37,123.43,119.37,165.44,197.77,521.94,223.78,1017.7,294.65,88.9,228.05
2020-03-21,233.79,47.02,43.41,88.23,74.16,250.93,103.28,411.0,153.22,55.03,85.52
2020-03-28,38.97,11.76,7.23,22.06,24.72,40.15,28.69,58.71,82.5,12.7,21.38
2020-04-04,38.97,5.88,3.62,11.03,6.18,10.04,11.48,39.14,11.79,4.23,14.25
2020-04-11,19.48,5.88,3.62,11.03,6.18,20.07,5.74,9.79,11.79,4.23,7.13
2020-04-18,38.97,5.88,3.62,11.03,6.18,5.02,5.74,39.14,5.89,4.23,14.25
2020-04-25,38.97,5.88,1.81,11.03,6.18,10.04,11.48,9.79,11.79,4.23,7.13
2020-05-02,19.48,5.88,3.62,22.06,12.36,10.04,2.87,39.14,5.89,4.23,7.13
2020-05-09,38.97,5.88,3.62,11.03,6.18,10.04,5.74,19.57,11.79,4.23,14.25
2020-05-16,38.97,5.88,3.62,11.03,12.36,10.04,2.87,19.57,23.57,4.23,3.56
2020-05-23,19.48,2.94,1.81,22.06,6.18,20.07,5.74,19.57,23.57,4.23,3.56
2020-05-30,38.97,5.88,7.23,11.03,6.18,10.04,11.48,39.14,11.79,8.47,7.13
2020-06-06,77.93,2.94,3.62,11.03,12.36,5.02,2.87,39.14,5.89,2.12,14.25
2020-06-13,38.97,11.76,3.62,11.03,6.18,10.04,5.74,9.79,11.79,8.47,14.25
2020-06-20,38.97,5.88,1.81,5.51,6.18,10.04,5.74,19.57,11.79,4.23,14.25
2020-06-27,77.93,2.94,3.62,11.03,6.18,20.07,2.87,19.57,5.89,4.23,7.13
2020-07-04,38.97,5.88,3.62,11.03,6.18,5.02,2.87,19.57,23.57,4.23,7.13
2020-07-11,77.93,5.88,1.81,11.03,12.36,10.04,11.48,19.57,11.79,2.12,3.56
2020-07-18,19.48,11.76,1.81,22.06,6.18,10.04,2.87,9.79,11.79,4.23,7.13
2020-07-25,38.97,5.88,1.81,22.06,6.18,10.04,5.74,19.57,23.57,8.47,3.56
2020-08-01,38.97,5.88,7.23,5.51,6.18,20.07,11.48,19.57,11.79,4.23,14.25
2020-08-08,19.48,5.88,1.81,11.03,12.36,10.04,5.74,9.79,5.89,4.23,14.25
2020-08-15,38.97,5.88,1.81,11.03,6.18,10.04,5.74,19.57,23.57,8.47,3.56
2020-08-22,19.48,5.88,3.62,11.03,6.18,10.04,5.74,39.14,11.79,4.23,7.13
2020-08-29,77.93,11.76,3.62,22.06,6.18,20.07,5.74,39.14,11.79,8.47,7.13
2020-09-05,38.97,11.76,3.62,5.51,6.18,20.07,2.87,9.79,5.89,4.23,3.56
2020-09-12,38.97,11.76,7.23,11.03,3.09,10.04,5.74,39.14,5.89,4.23,7.13
2020-09-19,38.97,2.94,3.62,11.03,6.18,10.04,5.74,9.79,5.89,2.12,7.13
2020-09-26,38.97,5.88,1.81,11.03,3.09,10.04,5.74,39.14,5.89,8.47,7.13
2020-10-03,19.48,5.88,3.62,11.03,3.09,10.04,5.74,39.14,11.79,4.23,3.56
2020-10-10,77.93,5.88,7.23,5.51,6.18,10.04,5.74,9.79,23.57,4.23,14.25
2020-10-17,77.93,5.88,1.81,11.03,12.36,20.07,5.74,9.79,5.89,8.47,7.13
2020-10-24,19.48,5.88,3.62,11.03,3.09,10.04,5.74,19.57,23.57,8.47,14.25
2020-10-31,38.97,5.88,3.62,11.03,12.36,10.04,11.48,19.57,5.89,4.23,14.25
2020-11-07,77.93,2.94,3.62,11.03,12.36,20.07,5.74,19.57,11.79,2.12,14.25
2020-11-14,38.97,2.94,3.62,11.03,3.09,20.07,5.74,19.57,5.89,8.47,7.13
2020-11-21,38.97,11.76,3.62,5.51,6.18,5.02,5.74,39.14,11.79,4.23,7.13
2020-11-28,38.97,5.88,7.23,22.06,3.09,20.07,5.74,39.14,23.57,4.23,7.13
2020-12-05,77.93,5.88,3.62,22.06,12.36,10.04,2.87,9.79,11.79,2.12,3.56
