date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-09-10,0.197481,0.702814,0.06811,0.197247,0.095149,0.03446,0.082848,0.048455,0.073641,0.252436,0.340842,0.071481,0.025449,0.039799,0.380565,0.015591,0.034288,0.4005,0.327864,0.035824,0.06522,0.057318,0.089712,0.017493,0.6149,0.064887,0.044138,0.101963,0.189541,0.035662,0.129672,0.52379,0.076308,0.122681,0.063782,0.136178,0.274913,0.023592,0.293,1.210508,0.045622,0.152496,0.772237,0.355588,0.377742,0.029619,0.077224,0.232995,0.129269,0.028247,0.008459,0.085608
2022-09-17,0.335718,0.068175,0.095355,0.164372,0.054003,0.051691,0.13808,0.197069,0.073641,0.356115,0.331631,0.142962,0.025449,0.031839,0.380565,0.031248,0.017004,0.11125,0.437151,0.035824,0.130439,0.042988,0.019936,0.008714,1.2298,0.097331,0.089321,0.458831,0.189541,0.215101,0.10806,0.190469,0.101744,0.160429,0.063782,0.059578,0.324897,0.011811,0.246737,1.458817,0.045622,0.171558,0.772237,0.256023,0.41117,0.01463,0.077224,0.314544,0.20683,0.056339,0.008459,0.085608
2022-09-24,0.375214,0.068175,0.122599,0.230121,0.090005,0.068921,0.082848,0.048455,0.149572,0.351607,0.386902,0.214442,0.154997,0.119397,0.468388,0.062496,0.034288,0.2225,0.437151,0.035824,0.048915,0.057318,0.069776,0.034986,0.683222,0.129775,0.044138,0.101963,0.315902,0.0717,0.16209,0.285704,0.055959,0.103807,0.129523,0.093623,0.149953,0.047185,0.262158,1.334662,0.045622,0.324054,0.772237,0.469376,0.431228,0.029619,0.077224,0.186396,0.090488,0.056339,0.0679,0.085608
2022-10-01,0.454206,0.281126,0.136221,0.328744,0.174868,0.051691,0.055232,0.048455,0.073641,0.351607,0.451386,0.285923,0.154997,0.079598,0.556211,0.28123,0.102865,0.089,0.852445,0.035824,0.114134,0.057318,0.039872,0.034986,0.990672,0.194662,0.178641,0.917663,0.473853,0.0717,0.226926,0.666642,0.142442,0.198177,0.063782,0.127667,0.199937,0.023592,0.346974,1.520894,0.09171,0.343116,1.103195,0.568941,0.431228,0.01463,0.077224,0.337843,0.142195,0.056339,0.016975,0.085608
2022-10-08,0.750428,0.068175,0.245198,0.723237,0.236586,0.03446,0.055232,0.048455,0.149572,0.50938,0.755381,0.357404,0.051666,0.095518,0.673308,0.187487,0.240018,0.15575,0.89616,0.072226,0.277183,0.085976,0.119616,0.209917,2.049667,0.097331,0.044138,1.019625,1.010886,0.035662,0.259343,1.190431,0.193313,0.18874,0.063782,0.153201,0.174945,0.011811,0.454921,1.241546,0.09171,0.629046,1.103195,0.625835,0.752141,0.01463,0.154581,0.559189,0.193903,0.281694,0.016975,0.172836
2022-10-15,1.599596,0.702814,0.149843,1.216354,0.223728,0.051691,0.165696,0.048455,0.299143,0.455286,0.994892,0.428885,0.051666,0.222875,0.819679,0.218735,0.137153,0.51175,1.508172,0.035824,0.440232,0.100306,0.14952,0.052479,2.288795,0.162218,0.044138,0.560794,0.379082,0.035662,0.345791,1.142814,0.244185,0.320859,0.129523,0.272357,0.374881,0.070777,0.593711,1.676087,0.045622,0.800604,1.323834,0.881858,1.039626,0.088856,0.077224,0.617437,0.168049,0.619726,0.03395,0.345672
2022-10-22,2.567253,0.140563,0.32693,1.545098,0.311162,0.241223,0.303776,0.098535,0.747858,0.558965,1.087011,0.214442,0.051666,0.310433,1.024599,0.28123,0.5829,0.28925,2.120184,0.035824,0.717415,0.128965,0.119616,0.244903,3.006178,0.373102,0.044138,0.611775,0.442263,0.0717,0.378209,1.238049,0.218749,0.670029,0.259047,0.289379,0.749763,0.141554,0.701658,1.676087,0.183421,1.33434,1.434154,1.265894,1.607911,0.177713,0.154581,0.897032,0.271464,0.90142,0.186725,0.345672
2022-10-29,4.917277,1.54619,0.395041,2.531331,0.511745,0.465217,0.994176,0.394138,1.79486,1.086376,1.639729,0.500366,0.051666,0.843741,1.507624,0.531213,0.685765,1.468501,3.846932,0.216678,1.712013,0.214941,0.478465,0.647244,5.055845,0.811091,0.267962,0.611775,0.347492,0.035662,0.724001,2.523715,0.539243,1.745849,0.259047,0.902181,1.474533,0.117962,1.30308,2.265822,0.045622,2.973672,0.992876,1.792164,2.366737,0.355425,0.154581,2.003759,0.426586,3.15497,0.254625,0.691344
2022-11-05,6.911835,2.108441,1.076145,4.405173,1.069779,0.603059,1.049408,0.985346,4.935864,1.307257,1.897664,0.500366,0.826651,1.281531,2.093109,0.562461,1.200089,2.759002,3.934363,0.216678,2.543563,0.429882,0.548242,1.451925,8.916051,1.119305,0.535923,1.580419,0.916116,0.215101,1.793792,4.285553,0.966567,2.670678,0.647617,1.557539,1.224612,0.754955,1.788843,3.196982,0.275131,4.727376,0.992876,3.413646,3.235878,0.177713,0.077224,3.576477,0.555855,5.014149,0.560174,1.382688
2022-11-12,6.161408,1.967879,1.852604,6.673509,2.206418,0.999354,1.436032,1.28095,6.581152,2.055549,2.220082,1.501097,0.568322,2.133232,1.99065,0.624956,1.542971,4.961753,3.650214,0.577808,3.521856,0.487199,0.887154,2.886357,8.335312,1.800622,0.982526,1.22355,2.432445,0.215101,3.187763,7.094971,1.414241,3.312395,1.165711,2.187364,1.974375,1.203209,2.721817,3.165943,0.550262,4.879872,1.434154,4.565751,3.733963,0.355425,0.154581,3.949269,1.15049,7.155022,0.763874,1.901197
