date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2022-02-12,10.0,1.0,64.0,29.0,36.0,29.0,1.0,2.0,1.0,68.0,36.0,3.0,1.0,9.0,33.0,46.0,14.0,15.0,20.0,6.0,7.0,33.0,43.0,20.0,21.0,47.0,13.0,29.0,6.0,10.0,23.0,7.0,27.0,30.0,6.0,28.0,73.0,2.0,56.0,18.0,1.0,21.0,19.0,26.0,164.0,6.0,3.0,40.0,8.0,5.0,29.0,2.0
2022-02-19,22.0,2.0,61.0,26.0,15.0,20.0,1.0,2.0,1.0,66.0,46.0,2.0,1.0,24.0,55.0,45.0,31.0,20.0,39.0,5.0,13.0,48.0,52.0,30.0,26.0,57.0,7.0,32.0,6.0,8.0,27.0,7.0,40.0,35.0,5.0,40.0,78.0,5.0,91.0,8.0,1.0,20.0,15.0,29.0,266.0,4.0,3.0,39.0,6.0,10.0,25.0,2.0
2022-02-26,13.0,1.0,75.0,40.0,27.0,29.0,7.0,1.0,1.0,73.0,36.0,2.0,3.0,28.0,44.0,62.0,38.0,28.0,34.0,2.0,15.0,41.0,54.0,19.0,28.0,53.0,16.0,40.0,10.0,4.0,37.0,5.0,29.0,38.0,5.0,34.0,79.0,4.0,83.0,8.0,2.0,22.0,13.0,45.0,350.0,7.0,1.0,40.0,5.0,15.0,29.0,4.0
2022-03-05,31.0,1.0,85.0,60.0,38.0,24.0,4.0,2.0,1.0,72.0,27.0,1.0,2.0,21.0,62.0,58.0,29.0,21.0,31.0,3.0,25.0,13.0,76.0,28.0,36.0,76.0,21.0,53.0,19.0,3.0,44.0,6.0,57.0,46.0,2.0,46.0,94.0,2.0,79.0,6.0,2.0,27.0,35.0,34.0,334.0,11.0,1.0,35.0,13.0,30.0,61.0,4.0
2022-03-12,36.0,2.0,89.0,64.0,42.0,41.0,8.0,7.0,4.0,68.0,38.0,1.0,14.0,37.0,110.0,55.0,44.0,33.0,35.0,2.0,17.0,29.0,90.0,35.0,33.0,71.0,14.0,43.0,23.0,15.0,37.0,7.0,56.0,58.0,6.0,78.0,121.0,7.0,85.0,26.0,1.0,22.0,14.0,33.0,438.0,15.0,4.0,33.0,12.0,27.0,43.0,6.0
2022-03-19,27.0,1.0,113.0,65.0,53.0,58.0,18.0,6.0,2.0,71.0,30.0,1.0,16.0,62.0,120.0,49.0,34.0,39.0,45.0,1.0,23.0,44.0,119.0,29.0,32.0,92.0,16.0,61.0,35.0,10.0,48.0,16.0,95.0,16.0,3.0,97.0,168.0,18.0,108.0,22.0,1.0,23.0,13.0,36.0,639.0,18.0,8.0,41.0,21.0,47.0,55.0,3.0
2022-03-26,27.0,3.0,130.0,83.0,63.0,82.0,25.0,6.0,4.0,108.0,34.0,1.0,14.0,112.0,126.0,43.0,44.0,45.0,44.0,3.0,32.0,40.0,137.0,37.0,48.0,86.0,19.0,60.0,46.0,9.0,65.0,37.0,90.0,26.0,6.0,109.0,161.0,24.0,118.0,37.0,1.0,17.0,5.0,48.0,637.0,6.0,8.0,42.0,24.0,25.0,58.0,7.0
2022-04-02,32.0,1.0,104.0,62.0,84.0,123.0,26.0,5.0,4.0,101.0,50.0,1.0,20.0,90.0,116.0,36.0,29.0,51.0,47.0,9.0,30.0,93.0,164.0,33.0,25.0,98.0,38.0,25.0,55.0,7.0,83.0,41.0,163.0,31.0,3.0,101.0,168.0,10.0,149.0,34.0,3.0,21.0,7.0,47.0,538.0,18.0,6.0,45.0,20.0,44.0,57.0,2.0
2022-04-09,28.0,2.0,120.0,85.0,102.0,105.0,47.0,10.0,2.0,97.0,28.0,3.0,20.0,113.0,111.0,25.0,35.0,90.0,28.0,11.0,51.0,143.0,173.0,28.0,33.0,78.0,19.0,35.0,97.0,14.0,142.0,44.0,200.0,40.0,4.0,129.0,121.0,14.0,195.0,40.0,5.0,26.0,11.0,38.0,364.0,14.0,10.0,41.0,24.0,38.0,44.0,10.0
2022-04-16,19.0,1.0,96.0,51.0,106.0,139.0,45.0,41.0,2.0,158.0,41.0,9.0,16.0,91.0,94.0,25.0,22.0,97.0,41.0,15.0,52.0,171.0,153.0,27.0,24.0,79.0,14.0,29.0,73.0,19.0,143.0,29.0,231.0,62.0,6.0,138.0,106.0,14.0,203.0,69.0,9.0,36.0,5.0,43.0,355.0,17.0,9.0,61.0,32.0,48.0,67.0,8.0
2022-04-23,29.0,2.0,134.0,39.0,152.0,182.0,52.0,18.0,1.0,162.0,47.0,7.0,17.0,114.0,64.0,21.0,28.0,79.0,43.0,21.0,46.0,183.0,141.0,33.0,17.0,73.0,21.0,16.0,79.0,34.0,129.0,43.0,297.0,48.0,6.0,122.0,80.0,27.0,218.0,121.0,10.0,37.0,5.0,38.0,352.0,9.0,9.0,49.0,34.0,44.0,54.0,1.0
2022-04-30,16.0,1.0,164.0,35.0,215.0,165.0,57.0,9.0,3.0,176.0,37.0,4.0,15.0,105.0,74.0,17.0,23.0,98.0,17.0,30.0,54.0,196.0,136.0,29.0,27.0,58.0,18.0,16.0,52.0,31.0,132.0,52.0,280.0,64.0,3.0,107.0,48.0,25.0,177.0,53.0,5.0,39.0,9.0,49.0,202.0,3.0,6.0,66.0,42.0,38.0,64.0,5.0
2022-05-07,22.0,6.0,177.0,20.0,213.0,260.0,76.0,6.0,2.0,226.0,43.0,2.0,13.0,116.0,52.0,20.0,15.0,60.0,23.0,8.0,49.0,182.0,171.0,32.0,23.0,68.0,20.0,6.0,46.0,23.0,124.0,72.0,242.0,54.0,1.0,104.0,37.0,29.0,157.0,34.0,6.0,24.0,3.0,22.0,156.0,14.0,7.0,49.0,60.0,22.0,51.0,4.0
2022-05-14,15.0,3.0,202.0,23.0,285.0,176.0,70.0,6.0,5.0,288.0,47.0,3.0,18.0,129.0,38.0,17.0,10.0,46.0,21.0,37.0,59.0,169.0,180.0,17.0,26.0,40.0,9.0,4.0,73.0,18.0,99.0,38.0,192.0,44.0,1.0,82.0,51.0,26.0,184.0,31.0,8.0,34.0,11.0,35.0,165.0,13.0,3.0,47.0,57.0,24.0,36.0,4.0
2022-05-21,14.0,18.0,234.0,17.0,362.0,121.0,75.0,4.0,4.0,384.0,44.0,11.0,14.0,101.0,47.0,11.0,7.0,45.0,21.0,37.0,49.0,154.0,145.0,13.0,31.0,36.0,11.0,7.0,85.0,15.0,89.0,65.0,194.0,52.0,1.0,69.0,32.0,36.0,160.0,27.0,6.0,44.0,6.0,19.0,151.0,8.0,4.0,41.0,54.0,16.0,26.0,6.0
2022-05-28,20.0,4.0,201.0,17.0,415.0,90.0,36.0,3.0,4.0,527.0,62.0,9.0,4.0,51.0,34.0,6.0,3.0,27.0,9.0,15.0,32.0,90.0,93.0,12.0,20.0,25.0,14.0,3.0,80.0,10.0,78.0,53.0,163.0,43.0,2.0,49.0,39.0,33.0,86.0,25.0,7.0,34.0,4.0,23.0,140.0,1.0,2.0,42.0,67.0,8.0,27.0,6.0
2022-06-04,19.0,2.0,216.0,19.0,445.0,76.0,20.0,9.0,5.0,682.0,65.0,4.0,12.0,41.0,28.0,6.0,3.0,26.0,12.0,12.0,19.0,50.0,70.0,6.0,23.0,31.0,23.0,6.0,62.0,8.0,53.0,55.0,124.0,26.0,3.0,46.0,36.0,29.0,66.0,30.0,6.0,35.0,1.0,25.0,121.0,6.0,3.0,45.0,65.0,7.0,16.0,7.0
2022-06-11,19.0,6.0,97.0,22.0,409.0,39.0,36.0,6.0,2.0,570.0,42.0,3.0,7.0,17.0,11.0,9.0,3.0,26.0,24.0,17.0,19.0,50.0,35.0,4.0,15.0,18.0,10.0,9.0,82.0,4.0,49.0,31.0,104.0,45.0,2.0,23.0,27.0,18.0,56.0,20.0,1.0,33.0,1.0,20.0,106.0,3.0,3.0,41.0,57.0,13.0,15.0,7.0
2022-06-18,17.0,1.0,57.0,13.0,315.0,28.0,14.0,2.0,2.0,486.0,36.0,4.0,7.0,25.0,21.0,6.0,1.0,7.0,14.0,3.0,22.0,17.0,23.0,10.0,14.0,25.0,1.0,3.0,56.0,2.0,46.0,17.0,92.0,63.0,2.0,23.0,28.0,12.0,47.0,31.0,2.0,24.0,2.0,29.0,137.0,2.0,2.0,36.0,44.0,8.0,9.0,4.0
2022-06-25,15.0,3.0,38.0,16.0,249.0,9.0,6.0,3.0,3.0,319.0,25.0,6.0,2.0,20.0,23.0,6.0,4.0,16.0,9.0,5.0,22.0,18.0,16.0,5.0,23.0,20.0,4.0,6.0,30.0,1.0,25.0,7.0,66.0,60.0,2.0,14.0,28.0,8.0,40.0,17.0,1.0,34.0,3.0,22.0,123.0,4.0,3.0,44.0,64.0,6.0,7.0,1.0
2022-07-02,8.0,2.0,16.0,12.0,199.0,14.0,8.0,1.0,1.0,223.0,34.0,3.0,3.0,8.0,18.0,4.0,4.0,4.0,5.0,2.0,14.0,9.0,11.0,1.0,17.0,13.0,4.0,9.0,23.0,3.0,15.0,15.0,45.0,41.0,3.0,14.0,26.0,3.0,43.0,28.0,1.0,16.0,1.0,28.0,96.0,7.0,3.0,47.0,55.0,5.0,8.0,1.0
2022-07-09,25.0,3.0,15.0,5.0,125.0,11.0,5.0,1.0,2.0,175.0,24.0,3.0,4.0,11.0,10.0,4.0,3.0,8.0,2.0,1.0,15.0,12.0,11.0,2.0,21.0,16.0,2.0,5.0,22.0,1.0,18.0,12.0,36.0,16.0,1.0,9.0,27.0,5.0,41.0,17.0,1.0,16.0,3.0,13.0,78.0,6.0,1.0,27.0,31.0,7.0,1.0,2.0
2022-07-16,22.0,2.0,14.0,20.0,104.0,10.0,3.0,1.0,1.0,136.0,27.0,3.0,5.0,12.0,13.0,2.0,1.0,8.0,5.0,3.0,8.0,17.0,7.0,2.0,21.0,12.0,2.0,7.0,16.0,3.0,21.0,6.0,38.0,43.0,1.0,7.0,24.0,7.0,26.0,16.0,1.0,9.0,4.0,8.0,110.0,3.0,1.0,26.0,30.0,8.0,2.0,3.0
2022-07-23,11.0,4.0,19.0,14.0,67.0,9.0,6.0,2.0,2.0,105.0,26.0,1.0,1.0,4.0,7.0,1.0,4.0,4.0,15.0,2.0,5.0,11.0,7.0,3.0,23.0,19.0,1.0,1.0,4.0,2.0,8.0,5.0,10.0,39.0,2.0,11.0,6.0,1.0,34.0,15.0,3.0,16.0,6.0,15.0,105.0,3.0,2.0,38.0,23.0,4.0,4.0,1.0
2022-07-30,16.0,3.0,20.0,7.0,49.0,9.0,3.0,2.0,2.0,88.0,31.0,2.0,1.0,13.0,15.0,1.0,5.0,7.0,2.0,4.0,4.0,4.0,4.0,3.0,18.0,12.0,2.0,3.0,5.0,2.0,9.0,3.0,17.0,14.0,1.0,8.0,7.0,1.0,28.0,18.0,1.0,20.0,10.0,21.0,84.0,1.0,1.0,35.0,13.0,1.0,2.0,2.0
2022-08-06,15.0,1.0,11.0,6.0,41.0,12.0,3.0,1.0,2.0,81.0,34.0,3.0,2.0,13.0,14.0,1.0,2.0,7.0,5.0,4.0,4.0,12.0,1.0,2.0,20.0,24.0,1.0,3.0,2.0,1.0,17.0,2.0,11.0,2.0,1.0,4.0,22.0,1.0,29.0,13.0,2.0,11.0,5.0,46.0,87.0,4.0,1.0,19.0,17.0,9.0,6.0,1.0
2022-08-13,16.0,1.0,11.0,9.0,40.0,10.0,1.0,1.0,3.0,89.0,11.0,1.0,2.0,12.0,5.0,1.0,2.0,8.0,7.0,2.0,5.0,8.0,3.0,5.0,14.0,15.0,2.0,4.0,1.0,1.0,9.0,11.0,11.0,11.0,3.0,1.0,11.0,2.0,31.0,24.0,1.0,11.0,7.0,18.0,85.0,3.0,2.0,38.0,15.0,1.0,1.0,1.0
2022-08-20,12.0,1.0,15.0,3.0,39.0,11.0,2.0,1.0,2.0,72.0,18.0,1.0,2.0,12.0,11.0,4.0,3.0,6.0,7.0,3.0,8.0,5.0,2.0,2.0,15.0,15.0,1.0,6.0,2.0,1.0,11.0,6.0,16.0,13.0,3.0,12.0,6.0,4.0,44.0,15.0,1.0,9.0,7.0,16.0,110.0,1.0,3.0,19.0,12.0,2.0,1.0,4.0
2022-08-27,19.0,1.0,19.0,4.0,30.0,2.0,8.0,1.0,1.0,77.0,19.0,1.0,1.0,16.0,15.0,1.0,1.0,4.0,8.0,4.0,7.0,10.0,2.0,1.0,13.0,5.0,1.0,9.0,6.0,1.0,14.0,7.0,25.0,13.0,4.0,12.0,8.0,1.0,31.0,22.0,2.0,8.0,7.0,15.0,97.0,1.0,2.0,24.0,7.0,3.0,2.0,2.0
2022-09-03,23.0,5.0,17.0,7.0,33.0,1.0,4.0,3.0,1.0,68.0,20.0,2.0,3.0,10.0,20.0,3.0,2.0,7.0,8.0,2.0,4.0,8.0,1.0,1.0,22.0,10.0,1.0,8.0,4.0,4.0,10.0,17.0,23.0,9.0,3.0,13.0,7.0,1.0,32.0,28.0,3.0,13.0,7.0,15.0,95.0,1.0,1.0,29.0,8.0,2.0,3.0,1.0
2022-09-10,10.0,5.0,5.0,6.0,37.0,2.0,3.0,4.0,3.0,56.0,37.0,1.0,4.0,5.0,26.0,1.0,1.0,18.0,15.0,1.0,4.0,4.0,9.0,1.0,18.0,4.0,3.0,2.0,6.0,3.0,12.0,11.0,15.0,13.0,2.0,16.0,11.0,1.0,38.0,39.0,2.0,8.0,7.0,25.0,113.0,1.0,3.0,20.0,10.0,3.0,3.0,2.0
2022-09-17,17.0,2.0,7.0,5.0,21.0,3.0,5.0,2.0,2.0,79.0,36.0,2.0,2.0,4.0,26.0,1.0,1.0,5.0,20.0,3.0,8.0,3.0,2.0,3.0,36.0,6.0,1.0,9.0,6.0,3.0,10.0,4.0,20.0,17.0,4.0,7.0,13.0,3.0,32.0,47.0,1.0,9.0,7.0,18.0,123.0,1.0,1.0,27.0,16.0,1.0,3.0,3.0
2022-09-24,19.0,3.0,9.0,7.0,35.0,4.0,3.0,1.0,1.0,78.0,42.0,3.0,3.0,15.0,32.0,2.0,1.0,10.0,20.0,1.0,3.0,4.0,7.0,2.0,20.0,8.0,3.0,2.0,10.0,1.0,15.0,6.0,11.0,11.0,1.0,11.0,6.0,2.0,34.0,43.0,1.0,17.0,7.0,33.0,129.0,1.0,1.0,16.0,7.0,1.0,4.0,2.0
2022-10-01,23.0,2.0,10.0,10.0,68.0,3.0,2.0,1.0,3.0,78.0,49.0,4.0,3.0,10.0,38.0,9.0,3.0,4.0,39.0,1.0,7.0,4.0,4.0,2.0,29.0,12.0,2.0,18.0,15.0,1.0,21.0,14.0,28.0,21.0,1.0,15.0,8.0,1.0,45.0,49.0,1.0,18.0,10.0,40.0,129.0,1.0,1.0,29.0,11.0,1.0,1.0,1.0
2022-10-08,38.0,3.0,18.0,22.0,92.0,2.0,2.0,3.0,1.0,113.0,82.0,5.0,1.0,12.0,46.0,6.0,7.0,7.0,41.0,1.0,17.0,6.0,12.0,12.0,60.0,6.0,2.0,20.0,32.0,3.0,24.0,25.0,38.0,20.0,1.0,18.0,7.0,3.0,59.0,40.0,1.0,33.0,10.0,44.0,225.0,4.0,1.0,48.0,15.0,5.0,1.0,1.0
2022-10-15,81.0,5.0,11.0,37.0,87.0,3.0,6.0,3.0,2.0,101.0,108.0,6.0,1.0,28.0,56.0,7.0,4.0,23.0,69.0,1.0,27.0,7.0,15.0,3.0,67.0,10.0,4.0,11.0,12.0,1.0,32.0,24.0,48.0,34.0,1.0,32.0,15.0,3.0,77.0,54.0,1.0,42.0,12.0,62.0,311.0,3.0,1.0,53.0,13.0,11.0,2.0,2.0
2022-10-22,130.0,1.0,24.0,47.0,121.0,14.0,11.0,1.0,5.0,124.0,118.0,3.0,1.0,39.0,70.0,9.0,17.0,13.0,97.0,2.0,44.0,9.0,12.0,14.0,88.0,23.0,4.0,12.0,14.0,1.0,35.0,26.0,43.0,71.0,2.0,34.0,30.0,6.0,91.0,54.0,2.0,70.0,13.0,89.0,481.0,6.0,1.0,77.0,21.0,16.0,11.0,2.0
2022-10-29,249.0,11.0,29.0,77.0,199.0,27.0,36.0,4.0,12.0,241.0,178.0,7.0,1.0,106.0,103.0,17.0,20.0,66.0,176.0,3.0,105.0,15.0,48.0,37.0,148.0,50.0,3.0,12.0,11.0,3.0,67.0,53.0,106.0,185.0,2.0,106.0,59.0,5.0,169.0,73.0,3.0,156.0,9.0,126.0,708.0,12.0,1.0,172.0,33.0,56.0,15.0,4.0
2022-11-05,350.0,15.0,79.0,134.0,416.0,35.0,38.0,10.0,33.0,290.0,206.0,7.0,16.0,161.0,143.0,18.0,35.0,124.0,180.0,3.0,156.0,30.0,55.0,83.0,261.0,69.0,6.0,31.0,29.0,3.0,166.0,90.0,190.0,283.0,5.0,183.0,49.0,32.0,232.0,103.0,3.0,248.0,9.0,240.0,968.0,6.0,1.0,307.0,43.0,89.0,33.0,8.0
2022-11-12,312.0,14.0,136.0,203.0,858.0,58.0,52.0,13.0,44.0,456.0,241.0,21.0,11.0,268.0,136.0,20.0,45.0,223.0,167.0,8.0,216.0,34.0,89.0,165.0,244.0,111.0,11.0,24.0,77.0,3.0,295.0,149.0,278.0,351.0,9.0,257.0,79.0,51.0,353.0,102.0,6.0,256.0,13.0,321.0,1117.0,12.0,1.0,339.0,89.0,127.0,45.0,11.0
2022-11-19,236.0,38.0,313.0,214.0,1499.0,107.0,103.0,53.0,37.0,518.0,210.0,15.0,56.0,400.0,235.0,37.0,65.0,291.0,173.0,14.0,211.0,74.0,166.0,243.0,250.0,191.0,13.0,31.0,138.0,9.0,320.0,163.0,496.0,369.0,12.0,311.0,157.0,113.0,423.0,85.0,3.0,228.0,24.0,289.0,1178.0,8.0,2.0,262.0,243.0,136.0,89.0,43.0
2022-11-26,237.0,69.0,577.0,407.0,2631.0,148.0,183.0,39.0,58.0,746.0,214.0,12.0,141.0,861.0,457.0,104.0,156.0,521.0,217.0,33.0,313.0,193.0,290.0,382.0,272.0,497.0,44.0,60.0,230.0,9.0,513.0,176.0,789.0,430.0,22.0,562.0,365.0,364.0,725.0,101.0,14.0,215.0,58.0,480.0,1802.0,29.0,13.0,396.0,544.0,189.0,237.0,38.0
2022-12-03,360.0,53.0,803.0,466.0,3160.0,164.0,426.0,86.0,66.0,921.0,276.0,9.0,194.0,1146.0,833.0,210.0,305.0,852.0,297.0,100.0,415.0,415.0,470.0,443.0,268.0,860.0,67.0,104.0,400.0,34.0,888.0,361.0,1326.0,638.0,52.0,960.0,809.0,542.0,1338.0,88.0,22.0,245.0,73.0,690.0,2213.0,34.0,31.0,499.0,732.0,318.0,461.0,79.0
2022-12-10,234.0,73.0,784.0,346.0,2406.0,237.0,394.0,30.0,41.0,789.0,182.0,13.0,185.0,984.0,850.0,233.0,261.0,710.0,277.0,119.0,332.0,578.0,611.0,345.0,179.0,838.0,103.0,122.0,369.0,70.0,770.0,409.0,1498.0,395.0,54.0,959.0,868.0,658.0,1186.0,93.0,54.0,160.0,84.0,489.0,1796.0,60.0,45.0,368.0,681.0,246.0,481.0,49.0
2022-12-17,153.0,51.0,581.0,257.0,1635.0,254.0,391.0,26.0,23.0,844.0,144.0,14.0,283.0,738.0,681.0,333.0,232.0,437.0,139.0,183.0,267.0,659.0,906.0,247.0,144.0,759.0,99.0,166.0,251.0,83.0,620.0,342.0,1719.0,319.0,90.0,983.0,788.0,702.0,1050.0,68.0,41.0,149.0,97.0,262.0,1524.0,41.0,56.0,287.0,763.0,199.0,488.0,44.0
2022-12-24,153.0,43.0,587.0,204.0,1600.0,342.0,270.0,29.0,21.0,1024.0,160.0,29.0,203.0,579.0,621.0,330.0,187.0,281.0,155.0,211.0,243.0,768.0,1126.0,162.0,86.0,563.0,60.0,140.0,227.0,117.0,538.0,361.0,1526.0,298.0,72.0,802.0,689.0,452.0,1054.0,115.0,62.0,118.0,84.0,228.0,1248.0,63.0,64.0,269.0,405.0,155.0,458.0,50.0
2022-12-31,148.0,43.0,664.0,204.0,1420.0,315.0,241.0,42.0,32.0,1213.0,184.0,34.0,223.0,559.0,567.0,320.0,186.0,243.0,166.0,192.0,225.0,768.0,1137.0,177.0,120.0,640.0,92.0,144.0,179.0,141.0,492.0,286.0,1309.0,299.0,82.0,711.0,716.0,361.0,1076.0,62.0,51.0,160.0,59.0,248.0,1380.0,83.0,81.0,280.0,384.0,172.0,486.0,51.0
2023-01-07,125.0,32.0,388.0,158.0,916.0,158.0,170.0,47.0,17.0,1297.0,189.0,10.0,112.0,433.0,365.0,218.0,126.0,133.0,172.0,126.0,157.0,499.0,714.0,80.0,88.0,405.0,60.0,99.0,116.0,108.0,351.0,179.0,949.0,222.0,72.0,490.0,505.0,152.0,814.0,60.0,37.0,147.0,69.0,174.0,1251.0,66.0,51.0,233.0,231.0,161.0,337.0,32.0
